,date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,state,county,city,latitude,longitude,notes,fatalities,days_since_last
305,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 16 December 2020, people protested in Grodno, in solidarity with the national protest movement. [size=no report]",0,-1 days +00:00:00.000000000
306,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Zdanovicy,53.9465,27.4238,"On 16 December 2020, people protested in Zdanovicy, in solidarity with the national protest movement. [size=no report]",0,-3 days +00:00:00.000000000
307,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Baranovichy,Baranovichi,53.1327,26.0139,"On 16 December 2020, people protested in Baranovichi, demanding the release of a popular blogger. [size=no report]",0,-2 days +00:00:00.000000000
308,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Lida,Lida,53.8833,25.2997,"On 16 December 2020, people protested in Lida, demanding new elections and the stopping of police violence. [size=no report]",0,-1 days +00:00:00.000000000
309,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),Students (Belarus); Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 16 December 2020, students of the medical university and pensioners protested in Vitebsk, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
310,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Dzyarzhynsk,Dzyarzhynsk,53.6832,27.1380,"On 16 December 2020, people protested in Dzyarzhynsk, demanding new elections and the stopping of police violence. [size=no report]",0,-1 days +00:00:00.000000000
311,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barysaw,54.2279,28.5050,"On 16 December 2020, people protested in Barysaw, in solidarity with the national protest movement and with a protester with movement disabilities who was arrested for 10 days. [size=no report]",0,-3 days +00:00:00.000000000
312,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Svietlahorsk,Svietlahorsk,52.6329,29.7389,"On 16 December 2020, people protested in Svietlahorsk, demanding new elections and the stopping of police violence. [size=no report]",0,-10 days +00:00:00.000000000
313,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 16 December 2020, tens of people protested across Minsk, demanding regime change and condemning the police violence and police impunity. [size=tens]",0,-1 days +00:00:00.000000000
314,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Zaslawye,53.9998,27.2768,"On 16 December 2020, people protested in Zaslawye, demanding new elections and the stopping of police violence. [size=no report]",0,-3 days +00:00:00.000000000
315,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Valarjanava,53.9693,27.6630,"On 16 December 2020, people protested in Valarjanava, in solidarity with the national protest movement. [size=no report]",0,-90 days +00:00:00.000000000
316,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Zhodzina,54.0999,28.3392,"On 16 December 2020, people protested in Zhodzina, demanding new elections and the stopping of police violence. [size=no report]",0,-3 days +00:00:00.000000000
317,2020-12-16,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barauliany,54.4962,28.3444,"On 16 December 2020, people protested in Barauliany, chanting 'the protests will end when the president dies.' [size=no report]",0,-3 days +00:00:00.000000000
318,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Pruzhany,Pruzhany,52.5560,24.4573,"On 15 December 2020, people protested in Pruzhany, demanding new elections and the stopping of police violence. [size=no report]",0,-3 days +00:00:00.000000000
319,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Pryluckaja Slabada,53.8176,27.4657,"On 15 December 2020, people protested in Pryluckaja Slabada, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
320,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Lahoysk,Lahoysk,54.2064,27.8512,"On 15 December 2020, people protested in Lahoysk, demanding the stopping of police violence. [size=no report]",0,-1 days +00:00:00.000000000
321,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Dzyarzhynsk,Dzyarzhynsk,53.6832,27.1380,"On 15 December 2020, people protested in Dzyarzhynsk, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
322,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Lieskauka,53.9970,27.7195,"On 15 December 2020, people protested in Lieskauka, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
323,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Lida,Lida,53.8833,25.2997,"On 15 December 2020, people protested in Lida, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
324,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 15 December 2020, people protested in Grodno, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
325,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 15 December 2020, at least 30 people protested across Minsk, demanding new elections and the stopping of police violence. Protesters also showed support to the protesting pensioners. [size=at least 30]",0,-1 days +00:00:00.000000000
326,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Navapolatsk,Navapolatsk,55.5350,28.6434,"On 15 December 2020, people protested in Navapolatsk, demanding the arrest of president Lukashenko. [size=no report]",0,-5 days +00:00:00.000000000
327,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Babruysk,Babruysk,53.1384,29.2214,"On 15 December 2020, people protested in Babruysk, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
328,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Valozhyn,Rakaw,53.9668,27.0526,"On 15 December 2020, people protested in Rakaw, demanding regime change. [size=no report]",0,-13 days +00:00:00.000000000
329,2020-12-15,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Skiedziel,53.5866,24.2482,"On 15 December 2020, people protested in Skiedziel, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
330,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Chervyen,Smilavicy,53.7495,28.0125,"On 14 December 2020, people protested in Smilavicy in solidarity with the pensioners arrested during a protest. [size=no report]",0,-5 days +00:00:00.000000000
331,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),Labour Group (Belarus),Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 14 December 2020, around 20 pensioners protested in Grodno, demanding regime change. [size=around 20]",0,-1 days +00:00:00.000000000
332,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Chaciezyna,53.9105,27.3065,"On 14 December 2020, people protested in Chaciezyna demanding regime change. [size=no report]",0,-18 days +00:00:00.000000000
333,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Lieskauka,53.9970,27.7195,"On 14 December 2020, people protested in Lieskauka demanding regime change. [size=no report]",0,-23 days +00:00:00.000000000
334,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Dziehciarouka,53.8827,27.3762,"On 14 December 2020, people protested in Dziehciarouka, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
335,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Lahoysk,Lahoysk,54.2064,27.8512,"On 14 December 2020, people protested in Lahoysk, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
336,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 14 December 2020, people protested across Minsk in solidarity with the pensioners arrested during a protest. [size=no report]",0,-1 days +00:00:00.000000000
337,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Smalyavichy,54.0249,28.0894,"On 14 December 2020, people protested in Smalyavichy in solidarity with the pensioners arrested during a protest. [size=no report]",0,-1 days +00:00:00.000000000
338,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Skiedziel,53.5866,24.2482,"On 14 December 2020, people protested in Skiedziel in solidarity with the pensioners arrested during a protest. [size=no report]",0,-1 days +00:00:00.000000000
339,2020-12-14,Protests,Protest with intervention,Protesters (Belarus),Labour Group (Belarus),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk-Maskouski,53.8705,27.4894,"On 14 December 2020, around 150 pensioners protested in Nezalezhnosti Square in Minsk-Maskouski against the regime violence and to demand new elections. Police arrested around 107 protesters. [size=around 150]",0,-33 days +00:00:00.000000000
340,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Baranovichy,Baranovichi,53.1327,26.0139,"On 14 December 2020, people protested in Baranovichi, demanding a nation tribunal for prosecuting regime violence and demanding the release of political prisoners. [size=no report]",0,-8 days +00:00:00.000000000
341,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Gomel,Gomel,52.4345,30.9754,"On 14 December 2020, people protested in Gomel in solidarity with arrested journalists. [size=no report]",0,-3 days +00:00:00.000000000
342,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Dzyarzhynsk,Dzyarzhynsk,53.6832,27.1380,"On 14 December 2020, people protested in Dzyarzhynsk in solidarity with the pensioners arrested during a protest. [size=no report]",0,-1 days +00:00:00.000000000
343,2020-12-14,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 14 December 2020, people protested in Vitebsk, condemning regime violence. [size=no report]",0,-1 days +00:00:00.000000000
344,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Vawkavysk,Vawkavysk,53.1561,24.4513,"On 13 December 2020, people protested in Vawkavysk, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
345,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Pryluckaja Slabada,53.8176,27.4657,"On 13 December 2020, people protested near Pryluckaja Slabada, demanding regime change. [size=no report]",0,
346,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Aksakauscyna,53.9365,27.0870,"On 13 December 2020, people protested in Aksakauscyna, demanding regime change. [size=no report]",0,
347,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Chadakova,53.7798,27.3905,"On 13 December 2020, people protested in Chadakova, demanding regime change. [size=no report]",0,
348,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Drozdava,53.9866,27.6157,"On 13 December 2020, people protested in Drozdava, demanding regime change. [size=no report]",0,
349,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barysaw,54.2279,28.5050,"On 13 December 2020, people protested in Barysaw, demanding regime change. [size=no report]",0,-6 days +00:00:00.000000000
350,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Rechytsa,Rechytsa,52.3617,30.3916,"On 13 December 2020, people protested in Rechytsa, demanding regime change. [size=no report]",0,-8 days +00:00:00.000000000
351,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Skiedziel,53.5866,24.2482,"On 13 December 2020, people protested in Skiedziel, demanding regime change. [size=no report]",0,-31 days +00:00:00.000000000
352,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 13 December 2020, people protested in Vitebsk, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
353,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Maladzyechna,Aliachnovicy,54.1512,27.0973,"On 13 December 2020, people protested in Aliachnovicy, demanding regime change. [size=no report]",0,
354,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barauliany,54.4962,28.3444,"On 13 December 2020, people protested in Barauliany, demanding the resignation of president Lukashenko. [size=no report]",0,-1 days +00:00:00.000000000
355,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Dzyarzhynsk,Dzyarzhynsk,53.6832,27.1380,"On 13 December 2020, people protested in Dzyarzhynsk, demanding regime change. [size=no report]",0,-4 days +00:00:00.000000000
356,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Mogilev,Mogilev,53.9168,30.3449,"On 13 December 2020, people protested in Mogilev, demanding regime change. [size=no report]",0,-7 days +00:00:00.000000000
357,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Babruysk,Babruysk,53.1384,29.2214,"On 13 December 2020, people protested in Babruysk, demanding regime change. [size=no report]",0,-3 days +00:00:00.000000000
358,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Navahrudak,Navahrudak,53.5942,25.8191,"On 13 December 2020, people protested in Navahrudak, demanding regime change and showing solidarity with other protesters. [size=no report]",0,-1 days +00:00:00.000000000
359,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Zaslawye,53.9998,27.2768,"On 13 December 2020, people protested in Zaslawye, demanding regime change. [size=no report]",0,-5 days +00:00:00.000000000
360,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Zdanovicy,53.9465,27.4238,"On 13 December 2020, people protested in Zdanovicy, demanding regime change and condemning the forced exile of political opponents. [size=no report]",0,-2 days +00:00:00.000000000
361,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Zhodzina,54.0999,28.3392,"On 13 December 2020, people protested in Zhodzina, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
362,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Kobryn,Kobryn,52.2138,24.3564,"On 13 December 2020, people protested in Kobryn, demanding regime change. [size=no report]",0,-18 days +00:00:00.000000000
363,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Lahoysk,Lahoysk,54.2064,27.8512,"On 13 December 2020, people protested in Lahoysk, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
364,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Lida,Lida,53.8833,25.2997,"On 13 December 2020, people protested in Lida, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
365,2020-12-13,Protests,Protest with intervention,Protesters (Belarus),Civilians (Belarus); Journalists (Belarus),Protesters,Police Forces of Belarus (1994-),Police Forces of Belarus (1994-) Belarus Special Purpose Police,State Forces,MILITARY VERSUS PROTESTERS,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 13 December 2020, around 800 people protested in around 120 smaller groups across Minsk, demanding new elections, the resignation of president Lukashenko, and the release of political prisoners and protesters. Police arrested around 300 people, including at least one journalist covering the event. [size=around 800]",0,0 days 00:00:00.000000000
366,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Smalyavichy,54.0249,28.0894,"On 13 December 2020, people protested in Smalyavichy, demanding regime change. [size=no report]",0,-2 days +00:00:00.000000000
367,2020-12-13,Protests,Protest with intervention,Protesters (Belarus),,Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Brest,Brest,Brest,52.0975,23.6878,"On 13 December 2020, people protested in Brest, demanding regime change. A person was arrested. [size=no report]",0,-2 days +00:00:00.000000000
368,2020-12-13,Protests,Protest with intervention,Protesters (Belarus),,Protesters,Police Forces of Belarus (1994-),,State Forces,MILITARY VERSUS PROTESTERS,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 13 December 2020, tens of people protested in Grodno, demanding regime change. Two people were arrested. [size=tens]",0,-1 days +00:00:00.000000000
369,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 13 December 2020, a car procession protest took place in Minsk in support of the Lukashenko regime. [size=no report]",0,-1 days +00:00:00.000000000
370,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Chervyen,Karzuny,53.7542,27.9832,"On 13 December 2020, people protested in Karzuny, demanding regime change. [size=no report]",0,
371,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Dziehciarouka,53.8827,27.3762,"On 13 December 2020, people protested in Dziehciarouka, demanding regime change. [size=no report]",0,
372,2020-12-13,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Pryluki,53.7938,27.4559,"On 13 December 2020, people protested in Pryluki of the Minsk region, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
373,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Slabada,54.0093,27.8819,"On 12 December 2020, people protested in Slabada, demanding regime change. [size=no report]",0,-6 days +00:00:00.000000000
374,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk-Pershamayski,53.9348,27.6634,"On 12 December 2020, a car procession protest in support of the Lukashenko regime took place in Minsk-Pershamayski. [size=no report]",0,-71 days +00:00:00.000000000
375,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Kopishche,53.9586,27.6704,"On 12 December 2020, people protested in Kopishche, demanding new elections and commemorating the victims of regime violence. [size=no report]",0,-3 days +00:00:00.000000000
376,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Lahoysk,Lahoysk,54.2064,27.8512,"On 12 December 2020, people protested in Lahoysk, demanding new elections and commemorating the victims of regime violence. [size=no report]",0,-6 days +00:00:00.000000000
377,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Salihorsk,Salihorsk,52.7876,27.5415,"On 12 December 2020, people protested in Salihorsk against the violence against journalists. [size=no report]",0,-3 days +00:00:00.000000000
378,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Pruzhany,Pruzhany,52.5560,24.4573,"On 12 December 2020, people protested in Pruzhany, demanding new elections and commemorating the victims of regime violence. [size=no report]",0,-6 days +00:00:00.000000000
379,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Vawkavysk,Vawkavysk,53.1561,24.4513,"On 12 December 2020, people protested in Vawkavysk, demanding new elections and commemorating the victims of regime violence. [size=no report]",0,-13 days +00:00:00.000000000
380,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Barysaw,Barauliany,54.4962,28.3444,"On 12 December 2020, people protested in Barauliany, demanding regime change. [size=no report]",0,-3 days +00:00:00.000000000
381,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Hrodna,Grodno,53.6884,23.8258,"On 12 December 2020, people protested in Grodno, demanding regime change. [size=no report]",0,-3 days +00:00:00.000000000
382,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Kalodziscy,Kalodziscy,53.9410,27.7717,"On 12 December 2020, people protested in Kalodziscy, demanding regime change. [size=no report]",0,-6 days +00:00:00.000000000
383,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 12 December 2020, people protested in several neighborhoods of Minsk, demanding new elections and commemorating the victims of regime violence. [size=no report]",0,-1 days +00:00:00.000000000
384,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Pryluki,53.7938,27.4559,"On 12 December 2020, people protested in Pryluki, demanding regime change. [size=no report]",0,-3 days +00:00:00.000000000
385,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Navahrudak,Navahrudak,53.5942,25.8191,"On 12 December 2020, people protested in Navahrudak, demanding the resignation of president Lukashenko. [size=no report]",0,-5 days +00:00:00.000000000
386,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Hatava,53.7843,27.6415,"On 12 December 2020, people protested in Hatava, demanding regime change. [size=no report]",0,-122 days +00:00:00.000000000
387,2020-12-12,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 12 December 2020, people protested in Vitebsk, demanding regime change. [size=no report]",0,-1 days +00:00:00.000000000
388,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Zhodzina,54.0999,28.3392,"On 11 December 2020, people protested in Zhodzina in support of the arrested and persecuted journalists. [size=no report]",0,-1 days +00:00:00.000000000
389,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Vileyka,Vileyka,54.4914,26.9111,"On 11 December 2020, people protested in Vileyka, demanding regime change. [size=no report]",0,-13 days +00:00:00.000000000
390,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Brest,Brest,Brest,52.0975,23.6878,"On 11 December 2020, people protested in Brest, demanding regime change. [size=no report]",0,-4 days +00:00:00.000000000
391,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Gomel,Gomel,Gomel,52.4345,30.9754,"On 11 December 2020, people protested in Gomel, demanding regime change. [size=no report]",0,-3 days +00:00:00.000000000
392,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Grodno,Lida,Lida,53.8833,25.2997,"On 11 December 2020, people protested in Lida, demanding the arrest of president Lukashenko. [size=no report]",0,-5 days +00:00:00.000000000
393,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,City of Minsk,Minsk,53.9000,27.5667,"On 11 December 2020, people protested in several neighborhoods of Minsk, demanding regime change and condemning the arrest of peaceful protesters. [size=no report]",0,-1 days +00:00:00.000000000
394,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Minsk,Zdanovicy,53.9465,27.4238,"On 11 December 2020, people protested in Zdanovicy, demanding regime change. [size=no report]",0,-74 days +00:00:00.000000000
395,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Kruhlaye,Kruhlaye,54.2497,29.7968,"On 11 December 2020, people protested in Kruhlaye, demanding regime change. [size=no report]",0,-114 days +00:00:00.000000000
396,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Vitebsk,Vitebsk,Vitebsk,55.1904,30.2049,"On 11 December 2020, people protested in Vitebsk, demanding regime change, the prosecution of police violence, and the resignation of president Lukashenko. [size=no report]",0,-2 days +00:00:00.000000000
397,2020-12-11,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Smalyavichy,Smalyavichy,54.0249,28.0894,"On 11 December 2020, people protested in Smalyavichy in support of the arrested protesters. [size=no report]",0,-1 days +00:00:00.000000000
398,2020-12-10,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Minsk,Maladzyechna,Rajouka,54.3033,27.2188,"On 10 December 2020, people protested in Rajouka of the Minsk region, demanding regime change. [size=no report]",0,
399,2020-12-10,Protests,Peaceful protest,Protesters (Belarus),,Protesters,,,NaN,SOLE PROTESTER ACTION,Mogilev,Babruysk,Babruysk,53.1384,29.2214,"On 10 December 2020, people protested in Babruysk, demanding that their civil and political rights are respected. [size=no report]",0,-2 days +00:00:00.000000000
